"","","","","",
"Liu","Intermediate deity","Neutral","Crops and food","Warriors of Heaven, On Hallowed Ground, Legends & Lore (Second Edition)",
"Llerg","Lesser deity","Chaotic Neutral","barbarians, beasts, strength","http://www.wizards.com/rpga/downloads/LGBBSS_v1-0.zip, http://www.wizards.com/rpga/downloads/LG_Deities.zip, Complete Divine, Living Greyhawk Journal no. 3 - Gods of Oerth, Living Greyhawk Gazetteer, Warriors of Heaven, The Scarlet Brotherhood, Player's Guide to Greyhawk, The Temple of Elemental Evil, Dragon magazine #89 - Gods of the Suel Pantheon",
"Lliendil","Intermediate deity","Chaotic Neutral","change, Rain, storms, sun, Trickery, weather, wind","Races of the Wild",
"Lliira","Lesser deity/Demigoddess","Chaotic Good","carefree celebration, carefree feeling, contentment, dance, festivals, freedom, Happiness, hospitality, Joy, liberty (also formerly trade, Money, release, wealth","Faiths & Pantheons, Forgotten Realms Campaign Setting (Third Edition), Warriors of Heaven, On Hallowed Ground, Faiths & Avatars, Forgotten Realms Adventures, Dragon magazine #54 - Down-to-earth divinity",
"Locust Lord","divine level unknown","Neutral Evil","famine, hunger, starvation","Kingdoms of Kalamar Campaign Setting",
"Loki","Greater deity/ Intermediate deity","Chaotic Evil (Chaotic Neutral)","Fire, murder, supreme mischief and strife, thieves, Trickery","Deities & Demigods (Third Edition), Dragon magazine #283 - Do-It-Yourself Deities, On Hallowed Ground, Legends & Lore (Second Edition), Dragon magazine #110 - For Better or Norse: II, Deities & Demigods (First Edition), Gods, Demi-Gods & Heroes",
"Lolth","Intermediate deity/Lesser deity","Chaotic Evil","assassins, chaos, Darkness, Drow, evil, spiders","http://www.wizards.com/rpga/downloads/LG_Deities.zip, Races of the Wild, Complete Divine, Faiths & Pantheons, Deities & Demigods (Third Edition), Forgotten Realms Campaign Setting (Third Edition), Defenders of the Faith, Demihuman Deities, On Hallowed Ground, Monster Mythology, Drow of the Underdark (Second Edition), Dragon magazine #54 - Down-to-earth divinity, Fiend Folio (First Edition), Deities & Demigods (First Edition)",
"Lord of Silver Linings","divine level unknown","Neutral Good","healing, hope, mercy","Kingdoms of Kalamar Campaign Setting",
"Lord of Undead, The","divine level unknown","Lawful Evil","undeath","The Complete Book of Necromancers",
"Lord Skortch","divine level unknown","Chaotic Evil","Pillage, rapine and thoughtless acts","The Unknown Gods",
"Losborst","divine level unknown","Chaotic Good","wine","The Unknown Gods",
"Loviatar","Lesser deity/Demigoddess","Lawful Evil","agony, hurt, pain, suffering, torment, torture, torturers","Faiths & Pantheons, Forgotten Realms Campaign Setting (Third Edition), On Hallowed Ground, Faiths & Avatars, Forgotten Realms Adventures, Dragon magazine #54 - Down-to-earth divinity, Deities & Demigods (First Edition), Gods, Demi-Gods & Heroes",
"Lu Hsing","Intermediate deity","Lawful Neutral","Bureaucracy, Just rewards","Warriors of Heaven, On Hallowed Ground, Legends & Lore (Second Edition)",
"Lu Yueh","Lesser deity","Chaotic Evil","Epidemics","Dragon magazine #283 - Do-It-Yourself Deities, Deities & Demigods (First Edition), Gods, Demi-Gods & Heroes",
"Lugh (Liegh) (Lugh of the Long Arm)","Intermediate deity/Greater deity","Neutral Good (Chaotic Neutral) (Neutral)","Arts, commerce, crafts, generality, horsemanship, Horses, travel, War","Dragon magazine #283 - Do-It-Yourself Deities, On Hallowed Ground, Legends & Lore (Second Edition), Dragon magazine #65 - Tuatha De Danann, Deities & Demigods (First Edition), Gods, Demi-Gods & Heroes",
"Lunitari","Intermediate deity","Neutral","arcane knowledge, illusion, magic","Dragonlance Campaign Setting (Third Edition), Warriors of Heaven, On Hallowed Ground, Dragonlance Adventures",
"Lunt-Ater","divine level unknown","Neutral Good","magical knowledge, sun, treasures in the earth","Dragon magazine #290 - Red Sails: Bright Sun, Mother Earth",
"Lurue","Demigoddess","Chaotic Good","intelligent nonhumanoid creatures, Talking beasts, unicorns","Faiths & Pantheons, Forgotten Realms Campaign Setting (Third Edition), Warriors of Heaven, Powers & Pantheons",
"Luthic","Lesser deity","Neutral Evil (Lawful Evil)","Caves, fertility, healing, Home, medicine, orc females, Orcs, servitude, wisdom","http://www.wizards.com/rpga/downloads/LG_Deities.zip, Faiths & Pantheons, On Hallowed Ground, Monster Mythology, Dragon magazine #62 - The Gods of the Orcs, Dragon magazine #342 - “Spellcraft: Alien Blessings”",
"Lydia","Lesser deity","Neutral Good","bards, daylight, knowledge, music","http://www.wizards.com/rpga/downloads/LG_Deities.zip, Living Greyhawk Journal no. 3 - Gods of Oerth, Living Greyhawk Gazetteer, Warriors of Heaven, The Scarlet Brotherhood, Player's Guide to Greyhawk, The Temple of Elemental Evil, Dragon magazine #92 - Gods of the Suel Pantheon",
"Lyris","divine level unknown","Neutral","Fate, Victory","Complete Warrior",
"M'daess","Demigoddess","Neutral Good","Purification, young snakes","Serpent Kingdoms",
"Maanzecorian","Intermediate deity","Lawful Evil","knowledge, philosophy","On Hallowed Ground, Monster Mythology",
"Mabont","divine level unknown","Neutral Evil","sight","The Unknown Gods",
"Mad Monkey","Demigod","Chaotic Good","martial arts, mischief","Mad Monkey vs the Dragon Claw",
"Madarua","divine level unknown","Neutral","birth, death, the changing seasons","Dragon magazine #315 - Mystara: Return to the Lost City",
"Maglubiyet","Greater deity","Neutral Evil (Lawful Evil)","Goblins, hobgoblins, rulership, War","http://www.wizards.com/rpga/downloads/LG_Deities.zip, Complete Divine, Defenders of the Faith, On Hallowed Ground, Monster Mythology, Deities & Demigods (First Edition)",
"Magni and Modi","Lesser deities","Chaotic Good","courage and berserk rage (Modi), Strength (Magni)","Warriors of Heaven, On Hallowed Ground, Deities & Demigods (First Edition), Gods, Demi-Gods & Heroes",
"Maitak","Demigod","Neutral Good","nature","Dragon magazine #119 - The Uldra",
"Majere","Intermediate deity","Lawful Good (Neutral Good)","control, Discipline, faith, Loyalty, thought","Dragonlance Campaign Setting (Third Edition), Warriors of Heaven, On Hallowed Ground, Dragonlance Adventures",
"Mak Thuum Ngatha","divine level unknown","Chaotic Evil","the destruction of barriers, the opening of infinite knowledge, the spanning of space and time","Lords of Madness",
"Makemake","divine level unknown","not listed","not listed","Dragon magazine #20 - The Mythos of Polynesia in Dungeons & Dragons",
"Malar","Lesser deity/Demigod","Chaotic Evil","Blood, bloodlust, evil lycanthropes, Hunters, marauding beasts and monsters, stalking","Faiths & Pantheons, Forgotten Realms Campaign Setting (Third Edition), On Hallowed Ground, Faiths & Avatars, Forgotten Realms Adventures, Dragon magazine #54 - Down-to-earth divinity",
"Mamandabari, The","divine level unknown","not listed","not listed","Dragon magazine #19 - The Mythos of Australia in Dungeons & Dragons",
"Mamarangan","divine level unknown","not listed","not listed","Dragon magazine #19 - The Mythos of Australia in Dungeons & Dragons",
"Mammetum","divine level unknown","not listed","destiny","Dragon magazine #16 - Near Eastern Mythos",
"Mana","divine level unknown","not listed","Hades","Gods, Demi-Gods & Heroes",
"Manannan mac Lir (Mannanan Mac Lir)","Intermediate deity/Greater deity","Chaotic Good (Lawful Neutral) (Chaotic Neutral)","Oceans and the creatures in them, Seas","Dragon magazine #283 - Do-It-Yourself Deities, Warriors of Heaven, On Hallowed Ground, Legends & Lore (Second Edition), Dragon magazine #65 - Tuatha De Danann, Deities & Demigods (First Edition), Gods, Demi-Gods & Heroes",
"Manethak","Intermediate deity","Neutral","Hunting, lore","Races of Stone",
"Mannus","Lesser deity","Neutral","Humans","Dragon magazine #263 - Hearth & Sword",
"Manturin","divine level unknown","not listed","Preserve the balance (High Neutrality)","Dragon magazine #24 - Choir Practice at the First Church of Lawful Evil (Orthodox): The Ramifications of Alignment",
"Marduk (Enlil)","Lesser deity/Greater deity","Lawful Neutral (Lawful Good)","cities, Defense against evil, Rain, storms, thunder, weather, wind","Sandstorm, Warriors of Heaven, On Hallowed Ground, Deities & Demigods (First Edition), Dragon magazine #16 - Near Eastern Mythos, Dragon magazine #329 - Mesopotamian Mythos",
"Margonne","divine level unknown","Lawful Evil","Evil plans","The Unknown Gods",
"Marly","divine level unknown","not listed","Justice/vengeance","Dragon magazine #24 - Choir Practice at the First Church of Lawful Evil (Orthodox): The Ramifications of Alignment",
"Marruni","divine level unknown","not listed","earthquakes","Dragon magazine #29 - The Mythos of Oceania in Dungeons & Dragons",
"Mask","Lesser deity/Demigod/Intermediate deity","Neutral Evil","intruige, shadows, thievery, thieves","Faiths & Pantheons, Forgotten Realms Campaign Setting (Third Edition), On Hallowed Ground, Faiths & Avatars, Forgotten Realms Adventures, Dragon magazine #54 - Down-to-earth divinity",
"Master of the Hunt","Lesser deity","Neutral","beasts, Hunting, night","Dragon magazine #342 - “Class Acts: The Wild Hunt”",
"Math Mathonwy","Intermediate deity","Neutral Evil","magic","Legends & Lore (Second Edition)",
"Mawdorn","divine level unknown","Chaotic Evil","shadows","The Unknown Gods",
"Mawu & Lisa","divine levels unknown","not listed","not listed","Dragon magazine #27 - The Mythos of Africa in Dungeons & Dragons",
"Mayaheine","Demigoddess","Lawful Good","Justice, protection, valor","Dragon magazine #346 - Core Beliefs: Pelor, http://www.wizards.com/rpga/downloads/LG_Deities.zip, Living Greyhawk Journal no. 3 - Gods of Oerth, Living Greyhawk Gazetteer, Warriors of Heaven, Player's Guide to Greyhawk",
"Maztica","divine level unknown","Neutral","Fertile womanhood, the world","Maztica Campaign Set",
"Mealiden Starwatcher","Intermediate deity","Chaotic Good","protector of elves, Sylvan realms","Warriors of Heaven",
"Meerclar","Demigoddess","Chaotic Neutral","Felines","Dragon magazine #54 - Down-to-earth divinity, Deities & Demigods (First Edition)",
"Meile","divine level unknown","not listed","not listed","Gods, Demi-Gods & Heroes",
"Melatar","divine level unknown","not listed","The rudder","Gods, Demi-Gods & Heroes",
"Melira Taralen","Lesser deity","Chaotic Good","elven minstrels, Half-elven bards, songwriting","Dragon magazine #236 - The Seldarine Revisited, Dragon magazine #155 - The Elfin Gods",
"Mellifleur","Lesser deity","Neutral Evil","Lichdom, magic","Dragon magazine #359 - Class Acts: Divine: Forgotten Faiths, On Hallowed Ground, Monster Mythology",
"Memnor","Intermediate deity","Neutral Evil","Evil cloud giants, Honor, mental prowess and control, pride","http://www.wizards.com/rpga/downloads/LG_Deities.zip, Complete Divine, Defenders of the Faith, On Hallowed Ground, Giantcraft, Monster Mythology",
"Meness","divine level unknown","Neutral","night travelers, The moon","Dragon magazine #290 - Red Sails: Bright Sun, Mother Earth",
"Meriadar","Intermediate deity","Lawful Neutral","Arts, crafts, meditation, patience, tolerance","Warriors of Heaven, On Hallowed Ground, Monster Mythology",
"Merikka","Demigoddess","Lawful Good","agriculture, Farming, Home","http://www.wizards.com/rpga/downloads/LG_Deities.zip, Living Greyhawk Journal no. 3 - Gods of Oerth, Living Greyhawk Gazetteer",
"Merrshaulk","Intermediate deity","Chaotic Evil","beasts, poison, predators, somnolence, Yuan-ti","http://www.wizards.com/rpga/downloads/LG_Deities.zip, Complete Divine, Serpent Kingdoms, Defenders of the Faith, On Hallowed Ground, Monster Mythology",
"Mesha","divine level unknown","Chaotic Good","Bringer of the seasons","The Unknown Gods",
"Metzli","Intermediate deity","Neutral Good","Night and animal growth","Legends & Lore (Second Edition)",
"Meyanok","Lesser deity","Neutral Evil (Chaotic Evil)","Darkness, Discord, famine, poison, serpents","http://www.wizards.com/rpga/downloads/LG_Deities.zip, The Scarlet Brotherhood",
"Mictlantecuhtli (Mictantecuhtli) (Micatlantecuhtli)","Greater deity/Intermediate deity","Lawful Evil (Neutral Evil) (Neutral)","Darkness, death, murder, the underworld","http://www.wizards.com/rpga/downloads/LG_Deities.zip, Dragon magazine #283 - Do-It-Yourself Deities, The Scarlet Brotherhood, Legends & Lore (Second Edition), Deities & Demigods (First Edition), Gods, Demi-Gods & Heroes",
"Midor","divine level unknown","Chaotic Evil","Orcs","The Unknown Gods",
"Mielikki (Khalreshaar)","Intermediate deity/Lesser deity","Neutral Good","Autumn, dryads, forest creatures, Forests, nature, rangers","Faiths & Pantheons, Forgotten Realms Campaign Setting (Third Edition), Warriors of Heaven, Demihuman Deities, On Hallowed Ground, Faiths & Avatars, Forgotten Realms Adventures, Dragon magazine #54 - Down-to-earth divinity, Deities & Demigods (First Edition), Gods, Demi-Gods & Heroes",
"Mielsen","divine level unknown","Chaotic Good","romance","Imagine magazine #26 - The Gods of Pelinore",
"Milil","Lesser deity/Demigod","Neutral Good","eloquence, poetry, song","Faiths & Pantheons, Forgotten Realms Campaign Setting (Third Edition), Warriors of Heaven, On Hallowed Ground, Faiths & Avatars, Forgotten Realms Adventures, Dragon magazine #54 - Down-to-earth divinity",
"Mimi, The","divine level unknown","not listed","not listed","Dragon magazine #19 - The Mythos of Australia in Dungeons & Dragons",
"Mimir","Greater deity","Lawful Good","inland waters, knowledge, wisdom","Dragon magazine #110 - For Better or Norse: I",
"Mina","Lesser deity","Neutral Good or Neutral Evil","grief, loss, mortality","Amber and Blood",
"Miroku-Bosatsu","divine level unknown","not listed","The future","Dragon magazine #13 - The Japanese Mythos",
"Miru","divine level unknown","not listed","the underworld","Dragon magazine #20 - The Mythos of Polynesia in Dungeons & Dragons",
"Misha","Lesser deity","Neutral","Air, air elementals","Dragon magazine #54 - Down-to-earth divinity, Deities & Demigods (First Edition)",
"Mishakal","Greater deity","Neutral Good (Lawful Good)","Beauty, fertility, healing, knowledge, life, mercy","Dragonlance Campaign Setting (Third Edition), Warriors of Heaven, On Hallowed Ground, Dragonlance Adventures",
"Mithras","Greater deity","Lawful Good","Soldiers, warriors","Dragon magazine #133 - The Imperial Gods",
"Mitra","Intermediate deity/Greater deity","Lawful Good","contracts, Friendship, Good, growth, law, Light, the Hyborians, warmth","Warriors of Heaven, On Hallowed Ground, Legends & Lore (Second Edition), Imagine magazine #16 - Two Powerful New Immortals for the AD&D Game, Gods, Demi-Gods & Heroes",
"Mnemosyne","Intermediate deity","Lawful Neutral","art, faith, Memory","The Vortex of Madness and Other Planar Perils",
"Moander","Demigod/Lesser deity","Chaotic Evil","corruption, Decay, parasites, rot, Rotting death","Lost Empires of Faerun, Arcane Age: The Empire of Netheril, On Hallowed Ground, Faiths & Avatars",
"Mockery, The","divine level unknown","Neutral Evil","Treachery over honor","Stormwrack, Eberron Campaign Setting",
"Modron","divine level unknown","Neutral","rivers","Modron (Second Edition)",
"Mog","divine level unknown","Chaotic Evil","Fates","Lankhmar, City of Adventure (Second Edition)",
"Mokosh","divine level unknown","Lawful Good","fertility, healing, Home","Dragon magazine #290 - Red Sails: Bright Sun, Mother Earth",
"Molna","divine level unknown","Lawful Good","Travelers","The Unknown Gods",
"Mondorent","divine level unknown","Lawful Evil","Tombs","The Unknown Gods",
"Monju-Bosatsu","divine level unknown","not listed","not listed","Dragon magazine #13 - The Japanese Mythos",
"Montintra","divine level unknown","Lawful Evil","Lightning and mirrors","The Unknown Gods",
"Moon","Intermediate deity","Lawful Good","Light, protection, women","Legends & Lore (Second Edition)",
"Moongods, The","Demigods","Neutral Evil","Astrology, disasters, hidden knowledge, mooncalves","Dragon magazine #340 - The Ecology of the Mooncalf",
"Moradin","Greater deity","Lawful Good","crafts, craftsmanship, creation, dwarves, engineering, metalcraft, protection, smithing, stonework, the forge, War","http://www.wizards.com/rpga/downloads/LG_Deities.zip, Races of Stone, Complete Divine, Player's Handbook (Third Edition Revised), Faiths & Pantheons, Deities & Demigods (Third Edition), Dragon magazine #283 - Do-It-Yourself Deities, Living Greyhawk Journal no. 3 - Gods of Oerth, Player's Handbook (Third Edition), Warriors of Heaven, Demihuman Deities, On Hallowed Ground, Monster Mythology, Dragon magazine #58 - The Gods of the Dwarves, Deities & Demigods (First Edition)",
"Mordiggian","Demigod","Neutral","devouring corpses","Call of Cthulhu d20",
"Morgion","Intermediate deity","Neutral Evil","Decay, disease, planning, suffering","Dragonlance Campaign Setting (Third Edition), On Hallowed Ground, Dragonlance Adventures",
"Morilirom","divine level unknown","not listed","Absolute order (High Law)","Dragon magazine #24 - Choir Practice at the First Church of Lawful Evil (Orthodox): The Ramifications of Alignment",
"Morkul-Kua-Luan","divine level unknown","not listed","not listed","Dragon magazine #19 - The Mythos of Australia in Dungeons & Dragons",
"Morning Star","Intermediate deity","Lawful Good","life, morning","Legends & Lore (Second Edition)",
"Morrigan (Medhbh) (The Morrigan)","Intermediate deity/Lesser deity","Chaotic Neutral (Chaotic Evil) (Neutral)","Battle and war","Dragon magazine #283 - Do-It-Yourself Deities, On Hallowed Ground, Legends & Lore (Second Edition), Deities & Demigods (First Edition), Gods, Demi-Gods & Heroes",
"Mosinylo","divine level unknown","Neutral","The north wind","The Unknown Gods",
"Mother of the Elements","divine level unknown","Neutral","elements","Kingdoms of Kalamar Campaign Setting",
"Mountain Gods","divine level unknown","not listed","all mountain creatures","Gods, Demi-Gods & Heroes",
"Mouqol","Lesser deity","Neutral","appraisal, negotiation, reciprocity, Trade, ventures","http://www.wizards.com/rpga/downloads/LG_Deities.zip, Complete Divine, Living Greyhawk Journal no. 3 - Gods of Oerth, Living Greyhawk Gazetteer",
"Muadaar Ul-Shaha","Lesser deity","Chaotic Good","desert raiders, Deserts, travel","White Dwarf magazine #39 - Inhuman Gods part I",
"Muamman Duathal (Marthammor Duin)","Lesser deity","Neutral Good","exiles, expatriates, explorers, Guides, lightning, Travelers, urban dwarves, wanderers","http://www.wizards.com/rpga/downloads/LG_Deities.zip, Faiths & Pantheons, Living Greyhawk Journal no. 3 - Gods of Oerth, Warriors of Heaven, Demihuman Deities, On Hallowed Ground, Monster Mythology",
"Mukasa","Demigod","not listed","not listed","Dragon magazine #27 - The Mythos of Africa in Dungeons & Dragons",
"Mule, The","divine level unknown","Lawful Neutral","invention, knowledge, Nath, reasoning, science","Kingdoms of Kalamar Campaign Setting",
"Mulungu","divine level unknown","not listed","not listed","Dragon magazine #27 - The Mythos of Africa in Dungeons & Dragons",
"Mungo","divine level unknown","Neutral Evil","nightmares","The Unknown Gods",
"Muramura, The","divine level unknown","not listed","not listed","Dragon magazine #19 - The Mythos of Australia in Dungeons & Dragons",
"Murlynd","Hero God/Quasi-deity","Lawful Good","Magical technology","http://www.wizards.com/rpga/downloads/LG_Deities.zip, Living Greyhawk Journal no. 3 - Blood of Heroes, Living Greyhawk Journal no. 3 - Gods of Oerth, Slavers, Player's Guide to Greyhawk, Dragon magazine #71 - Greyhawk's World",
"Mururlu","divine level unknown","Lawful Evil","assassins","The Unknown Gods",
"Musa","divine level unknown","not listed","not listed","Dragon magazine #27 - The Mythos of Africa in Dungeons & Dragons",
"Mya","Greater deity","Neutral Good","Clan, family, wisdom","Races of Stone",
"Myhriss","Lesser deity","Neutral Good","Beauty, Love, romance","http://www.wizards.com/rpga/downloads/LG_Deities.zip, Living Greyhawk Journal no. 3 - Gods of Oerth, Living Greyhawk Gazetteer, Warriors of Heaven, Player's Guide to Greyhawk, The Temple of Elemental Evil",
"Myrkul","Greater deity","Neutral Evil","Autumn, corruption, death, Decay, dusk, exhaustion, old age, parasites, the dead, wasting","Lost Empires of Faerun, On Hallowed Ground, Faiths & Avatars, Forgotten Realms Adventures, Dragon magazine #54 - Down-to-earth divinity",
"Mystra","Greater deity","Neutral Good (Lawful Neutral)","magic, spells, the Weave","Faiths & Pantheons, Forgotten Realms Campaign Setting (Third Edition), Warriors of Heaven, On Hallowed Ground, Faiths & Avatars, Forgotten Realms Adventures, Dragon magazine #54 - Down-to-earth divinity",
"Mystryl","Greater deity","Chaotic Neutral","creativity, energy, invention, knowledge, magic, song, spellcasters, spells, Spring, the Weave, Time, Wizards","Arcane Age: The Empire of Netheril",
"Mythrien Sarath","Demigod","Chaotic Good","Abjurative magic, Mythals, protection","Warriors of Heaven, Dragon magazine #251 - Magic of the Seldarine",
"Nadirech","divine level unknown","Chaotic Evil","cowardice, Trickery","Complete Warrior",
"Nai No Kami","Intermediate deity","Lawful Neutral","earthquakes","On Hallowed Ground, Legends & Lore (Second Edition)",
"Najm","divine level unknown","N/A","adventure, curiosity","Land of Fate",
"Nakaa","divine level unknown","not listed","not listed","Dragon magazine #29 - The Mythos of Oceania in Dungeons & Dragons",
"Naki-Uthai","Lesser deity","Neutral","bravery, climbing, Mountains","Races of Stone",
"Namtar","divine level unknown","not listed","Fate in its evil aspect","Dragon magazine #16 - Near Eastern Mythos",
"Nanna-Sin (Sin) (Nanna) (Yerah)","Intermediate deity/Lesser deity","Chaotic Good (Neutral)","fertility, The moon, Time","Sandstorm, Warriors of Heaven, On Hallowed Ground, Deities & Demigods (First Edition), Dragon magazine #16 - Near Eastern Mythos, Dragon magazine #329 - Mesopotamian Mythos",
"Naralis Analor (Naris Analor)","Lesser deity","Neutral Good","death, healing, suffering, the easing of pain","Dragon magazine #236 - The Seldarine Revisited, Dragon magazine #155 - The Elfin Gods",
"Nathair Sgiathach","Intermediate deity","Chaotic Good","mischief, pranks","On Hallowed Ground, Monster Mythology",
"Nazarn","Hero God","Neutral","Formal and public combat","http://www.wizards.com/rpga/downloads/LG_Deities.zip, Living Greyhawk Journal no. 3 - Blood of Heroes, Living Greyhawk Journal no. 3 - Gods of Oerth",
"Nebelun","Lesser deity","Chaotic Good","good luck, Inventions","Warriors of Heaven, On Hallowed Ground, Monster Mythology",
"Nebo","divine level unknown","not listed","writing and speech","Dragon magazine #16 - Near Eastern Mythos",
"Nehwon Earth God","Lesser deity","Chaotic Evil","Earth, volcanoes","Lankhmar, City of Adventure (Second Edition), Deities & Demigods (First Edition)",
"Neleva","divine level unknown","Lawful Neutral","retribution","Dragon magazine #283 - Do-It-Yourself Deities",
"Nephthys (Nephythys) (Nephtlys)","Intermediate deity/Lesser deity","Chaotic Good","commerce, death, grief, protector of children and the dead, the dead, Trade, Wealth","Sandstorm, Faiths & Pantheons, Deities & Demigods (Third Edition), Dragon magazine #283 - Do-It-Yourself Deities, Warriors of Heaven, Powers & Pantheons, On Hallowed Ground, Legends & Lore (Second Edition), Deities & Demigods (First Edition), Gods, Demi-Gods & Heroes",
"Nergal (Errakal) (Mekal)","Lesser deity","Neutral Evil (Chaotic Evil)","death, mass destruction, Plagues, the dead, the underworld","Sandstorm, On Hallowed Ground, Deities & Demigods (First Edition), Dragon magazine #16 - Near Eastern Mythos, Dragon magazine #329 - Mesopotamian Mythos",
"Nerthus","Greater deity","Neutral Good","fertility, The earth","Dragon magazine #263 - Hearth & Sword",
"Nerull","Greater deity/Intermediate deity","Neutral Evil","covert activity, Darkness, death, murder, underworld","http://www.wizards.com/rpga/downloads/LG_Deities.zip, Libris Mortis, Complete Divine, Player's Handbook (Third Edition Revised), Deities & Demigods (Third Edition), Living Greyhawk Journal no. 3 - Gods of Oerth, Living Greyhawk Gazetteer, Player's Handbook (Third Edition), Player's Guide to Greyhawk, On Hallowed Ground, Greyspace, Greyhawk Adventures, The Temple of Elemental Evil, Dragon magazine #71 - The Deities & Demigods of the World of Greyhawk",
"Nesirie","Intermediate deity","Neutral Good","grief, Seas","Warriors of Heaven, On Hallowed Ground, Birthright Campaign Setting",
"Nessek","Intermediate deity","Neutral","Fire, magic, sorcerers","Ghostwalk",
"Neti (Nedu)","divine level unknown","not listed","not listed","Dragon magazine #16 - Near Eastern Mythos",
"Ngunung-Ngunnut","divine level unknown","not listed","not listed","Dragon magazine #19 - The Mythos of Australia in Dungeons & Dragons",
"Nike","Demigoddess/Lesser deity","Lawful Neutral","total victory, Victory","Deities & Demigods (Third Edition), Warriors of Heaven, On Hallowed Ground, Deities & Demigods (First Edition), Gods, Demi-Gods & Heroes",
"Nilthina","Lesser deity","Neutral","abundance, growth, lore, summer, warmth","Races of the Wild",
"Nin-Hursag (Ninhursag) (Ninhursaga) (Belet-ili) (Aruru) (Asherah)","Lesser deity","Neutral","Earth","Warriors of Heaven, On Hallowed Ground, Deities & Demigods (First Edition), Dragon magazine #16 - Near Eastern Mythos, Dragon magazine #329 - Mesopoamian Mythos",
"Ningal","divine level unknown","not listed","not listed","Dragon magazine #16 - Near Eastern Mythos",
"Ningirsu","divine level unknown","not listed","Irrigation & war","Dragon magazine #16 - Near Eastern Mythos",
"Ningizzida","divine level unknown","not listed","fertility, healing, magic","Dragon magazine #16 - Near Eastern Mythos",
"Ninki","divine level unknown","not listed","not listed","Dragon magazine #16 - Near Eastern Mythos",
"Ninsun","divine level unknown","not listed","not listed","Dragon magazine #16 - Near Eastern Mythos",
"Ninurta","Lesser deity","Neutral Good","agriculture, athletes, youth","Dragon magazine #329 - Mesopotamian Mythos",
"Nisaba","divine level unknown","not listed","Grain","Dragon magazine #16 - Near Eastern Mythos",
"Njord (Niord)","Intermediate deity/Greater deity","Neutral Good (Lawful Good)","burials, commerce, Sea, ships, Wealth, wind","Deities & Demigods (Third Edition), Dragon magazine #110 - For Better or Norse: II, Gods, Demi-Gods & Heroes, Dragon magazine #110 - For Better or Norse: I",
"Nnuuurrr'c'c","Demigod","Neutral","Insects","Dragon magazine #54 - Down-to-earth divinity, Deities & Demigods (First Edition)",
"Nobanion","Demigod","Lawful Good","good beasts, lammasu, lions and feline beasts, noble beasts, Royalty, wemics, werelions","Faiths & Pantheons, Forgotten Realms Campaign Setting (Third Edition), Warriors of Heaven, Powers & Pantheons",
"Nodens","Lesser deity","Neutral","Hunting","Call of Cthulhu d20",
"Nola","Intermediate deity","Neutral Good (Lawful Good)","the sun","http://www.wizards.com/rpga/downloads/LG_Deities.zip, The Scarlet Brotherhood",
"Nomog-Geaya","Lesser deity","Lawful Evil","authority, hobgoblins, War","http://www.wizards.com/rpga/downloads/LG_Deities.zip, Dragon magazine #315 - The Sundered Empire: Soldiers of the Last Order, On Hallowed Ground, Monster Mythology, Dragon magazine #63 - The Humanoids",
"Norebo","Lesser deity","Chaotic Neutral (Chaotic Evil)","gambling, Luck, risks","http://www.wizards.com/rpga/downloads/LG_Deities.zip, Living Greyhawk Journal no. 3 - Gods of Oerth, Living Greyhawk Gazetteer, The Scarlet Brotherhood, Player's Guide to Greyhawk, The Temple of Elemental Evil, Dragon magazine #86 - Presenting the Suel Pantheon",
"Norns","Lesser deities","Neutral","Fate","On Hallowed Ground, Legends & Lore (Second Edition), Gods, Demi-Gods & Heroes",
"Noumena","Intermediate deity","Neutral (Lawful Neutral)","games, mysteries, puzzles, Tactics","Warriors of Heaven",
"Nuada","Greater deity","Lawful Good (Neutral)","War, warriors","Dragon magazine #283 - Do-It-Yourself Deities, Warriors of Heaven, On Hallowed Ground, Dragon magazine #65 - Tuatha De Danann, Deities & Demigods (First Edition), Gods, Demi-Gods & Heroes",
"Nugu","divine level unknown","not listed","not listed","Dragon magazine #29 - The Mythos of Oceania in Dungeons & Dragons",
"Nuitari","Intermediate deity","Lawful Evil","arcane knowledge, magic","Dragonlance Campaign Setting (Third Edition), On Hallowed Ground, Dragonlance Adventures",
"Nula","divine level unknown","Chaotic Neutral","animals","Maztica Campaign Set",
"Numbakulla, The","divine level unknown","not listed","not listed","Dragon magazine #19 - The Mythos of Australia in Dungeons & Dragons",
"Nuru-ah","Demigod","Neutral","Cattle, healing","Dragon magazine #54 - Down-to-earth divinity, Deities & Demigods (First Edition)",
"Nut","Intermediate deity","Neutral Good","couples forbidden to marry, the sky","Warriors of Heaven, On Hallowed Ground, Legends & Lore (Second Edition)",
"Nyame","divine level unknown","Lawful Good","Beholders, eclipses, healing, moon, Rain, Sky, sun","Dragon magazine #215 - The Deities of Africa",
"Nyarlathotep","Intermediate deity/Lesser deity","Chaotic Evil","Evil knowledge","Call of Cthulhu d20, Deities & Demigods (First Edition)",
"O-Kuni-Nushi (Oh-Kuni-Nushi)","Intermediate deity/Demigod","Lawful Good (Chaotic Good)","heroism, medicine, sorcery, the land","Warriors of Heaven, On Hallowed Ground, Legends & Lore (Second Edition), Deities & Demigods (First Edition), Dragon magazine #13 - The Japanese Mythos",
